ticker,date,time_published,title,summary,source,source_domain,category_within_source,url,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,authors_json,topics_json,banner_image
ZMAR,2025-08-31,20250831T191123,Innovator ETFs Trust - Innovator Equity Defined Protection ETF - 1 Yr March,"This article provides technical analysis data, including pivot points, technical analysis, and moving averages, for the Innovator ETFs Trust - Innovator Equity Defined Protection ETF - 1 Yr March (ZMAR). It displays current trading information, such as the stock's price and daily change, alongside broader market indices like the SPX, Dow 30, QQQ, and VIX. The content is presented by CMLViz.com, a platform offering financial data and analysis tools.",CMLviz,CMLviz,General,https://www.cmlviz.com/stocks/ZMAR/pivot-points,0.002737,Neutral,0.332779,0.045335,Neutral,[],"[{""topic"": ""financial_markets"", ""relevance_score"": ""0.903018""}]",
FUBO,2025-08-31,20250831T191142,Jump Financial LLC Makes New Investment in fuboTV Inc. $FUBO,"Jump Financial LLC has made a significant new investment in fuboTV Inc. (NYSE:FUBO) by acquiring 1,284,784 shares valued at approximately $3,752,000, representing 0.38% of the company's stock. This comes amidst notable insider selling from company executives, including Chairman Edgar Bronfman, Jr. and Director Laura Diane Onopchenko. Despite mixed analyst ratings, the consensus view for fuboTV remains ""Buy"" with a target price of $4.63.",MarketBeat,MarketBeat,General,https://www.marketbeat.com/instant-alerts/filing-jump-financial-llc-purchases-shares-of-1284784-fubotv-inc-fubo-2025-08-26/,0.113956,Neutral,1.000000,0.123983,Neutral,"[""MarketBeat""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.910204""}, {""topic"": ""finance"", ""relevance_score"": ""0.738814""}]",https://www.marketbeat.com/logos/fubotv-inc-logo-1200x675.png?v=20240521134123
RJF,2025-08-31,20250831T191142,Jump Financial LLC Makes New Investment in fuboTV Inc. $FUBO,"Jump Financial LLC has made a significant new investment in fuboTV Inc. (NYSE:FUBO) by acquiring 1,284,784 shares valued at approximately $3,752,000, representing 0.38% of the company's stock. This comes amidst notable insider selling from company executives, including Chairman Edgar Bronfman, Jr. and Director Laura Diane Onopchenko. Despite mixed analyst ratings, the consensus view for fuboTV remains ""Buy"" with a target price of $4.63.",MarketBeat,MarketBeat,General,https://www.marketbeat.com/instant-alerts/filing-jump-financial-llc-purchases-shares-of-1284784-fubotv-inc-fubo-2025-08-26/,0.113956,Neutral,0.612822,0.126993,Neutral,"[""MarketBeat""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.910204""}, {""topic"": ""finance"", ""relevance_score"": ""0.738814""}]",https://www.marketbeat.com/logos/fubotv-inc-logo-1200x675.png?v=20240521134123
GME,2025-08-31,20250831T191300,"Northern Trust Corp Purchases 11,813 Shares of GameStop Corp. $GME","Northern Trust Corp increased its stake in GameStop Corp. by 0.4%, adding 11,813 shares to now own approximately 3.18 million shares valued at $71 million. Other institutional investors also significantly increased their positions, while GameStop's latest earnings report showed an EPS of $0.17, exceeding estimates, despite a 16.9% decline in revenue year-over-year. Analysts currently have a consensus ""Sell"" rating on the stock with a target price of $13.50.",MarketBeat,MarketBeat,General,https://www.marketbeat.com/instant-alerts/filing-northern-trust-corp-grows-stock-position-in-gamestop-corp-gme-2025-08-26/,0.109225,Neutral,0.961722,0.063543,Neutral,"[""MarketBeat""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.939122""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.947226""}, {""topic"": ""finance"", ""relevance_score"": ""0.828859""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.725169""}]",https://www.marketbeat.com/logos/gamestop-corp-logo-1200x675.png?v=20240426141905
NTRS,2025-08-31,20250831T191300,"Northern Trust Corp Purchases 11,813 Shares of GameStop Corp. $GME","Northern Trust Corp increased its stake in GameStop Corp. by 0.4%, adding 11,813 shares to now own approximately 3.18 million shares valued at $71 million. Other institutional investors also significantly increased their positions, while GameStop's latest earnings report showed an EPS of $0.17, exceeding estimates, despite a 16.9% decline in revenue year-over-year. Analysts currently have a consensus ""Sell"" rating on the stock with a target price of $13.50.",MarketBeat,MarketBeat,General,https://www.marketbeat.com/instant-alerts/filing-northern-trust-corp-grows-stock-position-in-gamestop-corp-gme-2025-08-26/,0.109225,Neutral,0.716339,0.113293,Neutral,"[""MarketBeat""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.939122""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.947226""}, {""topic"": ""finance"", ""relevance_score"": ""0.828859""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.725169""}]",https://www.marketbeat.com/logos/gamestop-corp-logo-1200x675.png?v=20240426141905
USB,2025-08-31,20250831T191300,"Northern Trust Corp Purchases 11,813 Shares of GameStop Corp. $GME","Northern Trust Corp increased its stake in GameStop Corp. by 0.4%, adding 11,813 shares to now own approximately 3.18 million shares valued at $71 million. Other institutional investors also significantly increased their positions, while GameStop's latest earnings report showed an EPS of $0.17, exceeding estimates, despite a 16.9% decline in revenue year-over-year. Analysts currently have a consensus ""Sell"" rating on the stock with a target price of $13.50.",MarketBeat,MarketBeat,General,https://www.marketbeat.com/instant-alerts/filing-northern-trust-corp-grows-stock-position-in-gamestop-corp-gme-2025-08-26/,0.109225,Neutral,0.585425,0.110446,Neutral,"[""MarketBeat""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.939122""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.947226""}, {""topic"": ""finance"", ""relevance_score"": ""0.828859""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.725169""}]",https://www.marketbeat.com/logos/gamestop-corp-logo-1200x675.png?v=20240426141905
ALB,2025-08-31,20250831T193433,Dangers of Lithium Mining: 7 Key South America Risks (2025),"This article details the significant environmental and socioeconomic risks associated with lithium mining in South America, particularly in the Lithium Triangle. It highlights seven critical dangers, including water depletion, soil degradation, chemical pollution, and negative impacts on agriculture, biodiversity, and local communities. The piece also discusses how satellite monitoring and innovative extraction methods offer paths toward more sustainable lithium mining practices.",Farmonaut,Farmonaut,General,https://farmonaut.com/south-america/dangers-of-lithium-mining-7-key-south-america-risks,-0.119394,Neutral,0.824036,-0.201341,Somewhat-Bearish,[],"[{""topic"": ""energy_transportation"", ""relevance_score"": ""0.833611""}, {""topic"": ""technology"", ""relevance_score"": ""0.800558""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.626695""}, {""topic"": ""blockchain"", ""relevance_score"": ""0.618351""}]",
LAC-W,2025-08-31,20250831T193433,Dangers of Lithium Mining: 7 Key South America Risks (2025),"This article details the significant environmental and socioeconomic risks associated with lithium mining in South America, particularly in the Lithium Triangle. It highlights seven critical dangers, including water depletion, soil degradation, chemical pollution, and negative impacts on agriculture, biodiversity, and local communities. The piece also discusses how satellite monitoring and innovative extraction methods offer paths toward more sustainable lithium mining practices.",Farmonaut,Farmonaut,General,https://farmonaut.com/south-america/dangers-of-lithium-mining-7-key-south-america-risks,-0.119394,Neutral,0.335613,0.032241,Neutral,[],"[{""topic"": ""energy_transportation"", ""relevance_score"": ""0.833611""}, {""topic"": ""technology"", ""relevance_score"": ""0.800558""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.626695""}, {""topic"": ""blockchain"", ""relevance_score"": ""0.618351""}]",
LANDO,2025-08-31,20250831T193434,7 Monthly Dividend Stocks With Steady Growth Potential,"This article identifies 7 monthly dividend stocks with steady growth potential, emphasizing the importance of consistent dividend increases alongside high yields. It highlights Gladstone Land (LAND), SL Green Realty (SLG), and STAG Industrial (STAG) as top picks, detailing their business models, dividend yields, and market positions. The piece also includes a call to action for a free report on ""5 undervalued compounders.""",TIKR.com,TIKR.com,General,https://www.tikr.com/blog/7-monthly-dividend-stocks-with-steady-growth-potential,0.181067,Somewhat-Bullish,0.349929,0.004036,Neutral,"[""Roxanna Maglangit""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.930663""}, {""topic"": ""real_estate"", ""relevance_score"": ""0.831796""}, {""topic"": ""finance"", ""relevance_score"": ""0.714765""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.629665""}]","https://res.cloudinary.com/tikr/images/f_auto,q_auto,w_800/images/TIKR-4_501162c680/TIKR-4_501162c680"
O,2025-08-31,20250831T193434,7 Monthly Dividend Stocks With Steady Growth Potential,"This article identifies 7 monthly dividend stocks with steady growth potential, emphasizing the importance of consistent dividend increases alongside high yields. It highlights Gladstone Land (LAND), SL Green Realty (SLG), and STAG Industrial (STAG) as top picks, detailing their business models, dividend yields, and market positions. The piece also includes a call to action for a free report on ""5 undervalued compounders.""",TIKR.com,TIKR.com,General,https://www.tikr.com/blog/7-monthly-dividend-stocks-with-steady-growth-potential,0.181067,Somewhat-Bullish,0.614618,0.329950,Somewhat-Bullish,"[""Roxanna Maglangit""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.930663""}, {""topic"": ""real_estate"", ""relevance_score"": ""0.831796""}, {""topic"": ""finance"", ""relevance_score"": ""0.714765""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.629665""}]","https://res.cloudinary.com/tikr/images/f_auto,q_auto,w_800/images/TIKR-4_501162c680/TIKR-4_501162c680"
LUNR,2025-08-31,20250831T193621,"Swiss National Bank Takes $1.20 Million Position in Intuitive Machines, Inc. $LUNR","The Swiss National Bank has acquired a new position in Intuitive Machines, Inc. (NASDAQ:LUNR) during the first quarter, purchasing 161,500 shares valued at approximately $1.2 million, representing 0.09% ownership. This move comes as other institutional investors have also increased their stakes, with hedge funds and institutional investors collectively owning 72.21% of the company's stock. Despite a recent net loss and missed revenue expectations, the company holds a ""Moderate Buy"" consensus rating from analysts, with an average price target of $15.10.",MarketBeat,MarketBeat,General,https://www.marketbeat.com/instant-alerts/filing-swiss-national-bank-makes-new-investment-in-intuitive-machines-inc-lunr-2025-08-26/,-0.100022,Neutral,1.000000,-0.114031,Neutral,"[""MarketBeat""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.910192""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.903834""}]",https://www.marketbeat.com/logos/intuitive-machines-inc-logo-1200x675.jpg?v=20230216064036
ELV,2025-08-31,20250831T193840,A Fresh Look at Molina Healthcare’s Valuation Following Earnings Miss and Guidance Cut,"Molina Healthcare (NYSE:MOH) experienced a sharp sell-off due to an earnings miss and reduced guidance, leading to a 48% stock decline over the past year. Despite this, a ""Most Popular Narrative"" suggests the stock is 56.1% undervalued with a fair value of $411.65, based on membership growth and expansion initiatives. A Discounted Cash Flow analysis also indicates the company is trading below its estimated value, although both views acknowledge risks from regulatory shifts and medical costs.",Simply Wall Street,Simply Wall Street,General,https://simplywall.st/stocks/us/healthcare/nyse-moh/molina-healthcare/news/a-fresh-look-at-molina-healthcares-valuation-following-earni,-0.057729,Neutral,0.606405,0.009608,Neutral,"[""Kshitija Bhandaru""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.943634""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.849288""}, {""topic"": ""life_sciences"", ""relevance_score"": ""0.742930""}, {""topic"": ""finance"", ""relevance_score"": ""0.603160""}]",https://images.ctfassets.net/n07nr2koi959/17fuZg7mKIe5D26LPvLPfZ/1af8afd7180fc1dede38a30cb6ba8749/Kshitija_Bhandaru-_Equity_Analyst.jpg
MOH,2025-08-31,20250831T193840,A Fresh Look at Molina Healthcare’s Valuation Following Earnings Miss and Guidance Cut,"Molina Healthcare (NYSE:MOH) experienced a sharp sell-off due to an earnings miss and reduced guidance, leading to a 48% stock decline over the past year. Despite this, a ""Most Popular Narrative"" suggests the stock is 56.1% undervalued with a fair value of $411.65, based on membership growth and expansion initiatives. A Discounted Cash Flow analysis also indicates the company is trading below its estimated value, although both views acknowledge risks from regulatory shifts and medical costs.",Simply Wall Street,Simply Wall Street,General,https://simplywall.st/stocks/us/healthcare/nyse-moh/molina-healthcare/news/a-fresh-look-at-molina-healthcares-valuation-following-earni,-0.057729,Neutral,0.995922,-0.133610,Neutral,"[""Kshitija Bhandaru""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.943634""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.849288""}, {""topic"": ""life_sciences"", ""relevance_score"": ""0.742930""}, {""topic"": ""finance"", ""relevance_score"": ""0.603160""}]",https://images.ctfassets.net/n07nr2koi959/17fuZg7mKIe5D26LPvLPfZ/1af8afd7180fc1dede38a30cb6ba8749/Kshitija_Bhandaru-_Equity_Analyst.jpg
UNH,2025-08-31,20250831T193840,A Fresh Look at Molina Healthcare’s Valuation Following Earnings Miss and Guidance Cut,"Molina Healthcare (NYSE:MOH) experienced a sharp sell-off due to an earnings miss and reduced guidance, leading to a 48% stock decline over the past year. Despite this, a ""Most Popular Narrative"" suggests the stock is 56.1% undervalued with a fair value of $411.65, based on membership growth and expansion initiatives. A Discounted Cash Flow analysis also indicates the company is trading below its estimated value, although both views acknowledge risks from regulatory shifts and medical costs.",Simply Wall Street,Simply Wall Street,General,https://simplywall.st/stocks/us/healthcare/nyse-moh/molina-healthcare/news/a-fresh-look-at-molina-healthcares-valuation-following-earni,-0.057729,Neutral,0.608967,0.014416,Neutral,"[""Kshitija Bhandaru""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.943634""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.849288""}, {""topic"": ""life_sciences"", ""relevance_score"": ""0.742930""}, {""topic"": ""finance"", ""relevance_score"": ""0.603160""}]",https://images.ctfassets.net/n07nr2koi959/17fuZg7mKIe5D26LPvLPfZ/1af8afd7180fc1dede38a30cb6ba8749/Kshitija_Bhandaru-_Equity_Analyst.jpg
NBIS,2025-08-31,20250831T194018,Nebius Group (NASDAQ:NBIS) Stock Price Down 1.8% - What's Next?,"Nebius Group (NASDAQ:NBIS) saw a 1.8% stock price decline during mid-day trading with significantly reduced trading volume. Despite this, analysts express strong buy sentiments, raising price targets, as the company operates AI-centric cloud platforms. However, Nebius Group missed its last quarterly earnings expectations, reporting a wider loss than anticipated, and its revenue also fell short of analyst forecasts.",MarketBeat,MarketBeat,General,https://www.marketbeat.com/instant-alerts/nebius-group-nasdaqnbis-stock-price-down-18-time-to-sell-2025-08-27/,-0.223811,Somewhat-Bearish,1.000000,-0.213464,Somewhat-Bearish,"[""MarketBeat""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.902633""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.832612""}, {""topic"": ""technology"", ""relevance_score"": ""0.643826""}]",https://www.marketbeat.com/logos/nebius-group-nv-logo-1200x675.png?v=20250520081305
RH,2025-08-31,20250831T200220,"Los Gatos eyes high-end restaurant, furniture gallery combo","The Los Gatos Planning Commission has recommended approving a conditional use permit for RH (formerly Restoration Hardware) to open a high-end restaurant and furniture gallery at 31 University Ave. The proposed concept would fill a long-vacant space and aims to become a destination for dining and shopping, increasing foot traffic and sales tax revenue for the town. While the Historic Preservation Committee had concerns about facade changes in the historic district, the project is moving forward to the Town Council for final approval, with supporters highlighting its potential economic benefits and alignment with Los Gatos's reputation for design and food.",San José Spotlight,San José Spotlight,General,https://sanjosespotlight.com/los-gatos-eyes-high-end-restaurant-furniture-gallery-combo/,0.497492,Bullish,1.000000,0.463686,Bullish,"[""Annalise Freimarck""]","[{""topic"": ""real_estate"", ""relevance_score"": ""0.925222""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.824184""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.600913""}]",https://sanjosespotlight.s3.us-east-2.amazonaws.com/wp-content/uploads/2025/08/28164154/PXL_20250828_181024970-1160x560.jpg
SCSC,2025-08-31,20250831T200407,Investing in ScanSource (NASDAQ:SCSC) five years ago would have delivered you a 113% gain,"ScanSource (NASDAQ:SCSC) shareholders have seen an impressive 113% gain over the last five years, with a 16% increase in the last month. The company transitioned to profitability during this period, which likely contributed to the strong share price appreciation. Although the stock is down 14% for the current year, longer-term investors have enjoyed average annual returns of 16% over five years.",Yahoo Finance,Yahoo Finance,General,https://finance.yahoo.com/news/investing-scansource-nasdaq-scsc-five-133927777.html,0.223928,Somewhat-Bullish,1.000000,0.249155,Somewhat-Bullish,"[""Simply Wall St""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.906807""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.814022""}, {""topic"": ""technology"", ""relevance_score"": ""0.740623""}]",https://s.yimg.com/ny/api/res/1.2/eCQ1cU4mknYxxPiDrChhww--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTYwOA--/https://media.zenfs.com/en/simply_wall_st__316/564ae61ec53d273053ffaf10e8d8f61e
DVN,2025-08-31,20250831T200547,"Jump Financial LLC Decreases Holdings in SoFi Technologies, Inc. $SOFI","Jump Financial LLC has significantly reduced its stake in SoFi Technologies (NASDAQ:SOFI) by 77.2% in the first quarter, selling over 660,000 shares. Despite this, SoFi reported a 42.8% increase in revenue year-over-year and beat EPS estimates, though revenue fell short of expectations. Insider selling by executives also indicates a cautious outlook among some company leaders.",MarketBeat,MarketBeat,General,https://www.marketbeat.com/instant-alerts/filing-sofi-technologies-inc-sofi-shares-sold-by-jump-financial-llc-2025-08-27/,0.054515,Neutral,0.594522,0.132073,Neutral,"[""MarketBeat""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.937943""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.907886""}, {""topic"": ""finance"", ""relevance_score"": ""0.823354""}]",https://www.marketbeat.com/logos/sofi-technologies-inc-logo-1200x675.jpg?v=20210625095840
JPM,2025-08-31,20250831T200547,"Jump Financial LLC Decreases Holdings in SoFi Technologies, Inc. $SOFI","Jump Financial LLC has significantly reduced its stake in SoFi Technologies (NASDAQ:SOFI) by 77.2% in the first quarter, selling over 660,000 shares. Despite this, SoFi reported a 42.8% increase in revenue year-over-year and beat EPS estimates, though revenue fell short of expectations. Insider selling by executives also indicates a cautious outlook among some company leaders.",MarketBeat,MarketBeat,General,https://www.marketbeat.com/instant-alerts/filing-sofi-technologies-inc-sofi-shares-sold-by-jump-financial-llc-2025-08-27/,0.054515,Neutral,0.626829,0.294967,Somewhat-Bullish,"[""MarketBeat""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.937943""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.907886""}, {""topic"": ""finance"", ""relevance_score"": ""0.823354""}]",https://www.marketbeat.com/logos/sofi-technologies-inc-logo-1200x675.jpg?v=20210625095840
MS,2025-08-31,20250831T200547,"Jump Financial LLC Decreases Holdings in SoFi Technologies, Inc. $SOFI","Jump Financial LLC has significantly reduced its stake in SoFi Technologies (NASDAQ:SOFI) by 77.2% in the first quarter, selling over 660,000 shares. Despite this, SoFi reported a 42.8% increase in revenue year-over-year and beat EPS estimates, though revenue fell short of expectations. Insider selling by executives also indicates a cautious outlook among some company leaders.",MarketBeat,MarketBeat,General,https://www.marketbeat.com/instant-alerts/filing-sofi-technologies-inc-sofi-shares-sold-by-jump-financial-llc-2025-08-27/,0.054515,Neutral,0.648009,-0.113840,Neutral,"[""MarketBeat""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.937943""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.907886""}, {""topic"": ""finance"", ""relevance_score"": ""0.823354""}]",https://www.marketbeat.com/logos/sofi-technologies-inc-logo-1200x675.jpg?v=20210625095840
NVDA,2025-08-31,20250831T200547,"Jump Financial LLC Decreases Holdings in SoFi Technologies, Inc. $SOFI","Jump Financial LLC has significantly reduced its stake in SoFi Technologies (NASDAQ:SOFI) by 77.2% in the first quarter, selling over 660,000 shares. Despite this, SoFi reported a 42.8% increase in revenue year-over-year and beat EPS estimates, though revenue fell short of expectations. Insider selling by executives also indicates a cautious outlook among some company leaders.",MarketBeat,MarketBeat,General,https://www.marketbeat.com/instant-alerts/filing-sofi-technologies-inc-sofi-shares-sold-by-jump-financial-llc-2025-08-27/,0.054515,Neutral,0.570995,0.119235,Neutral,"[""MarketBeat""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.937943""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.907886""}, {""topic"": ""finance"", ""relevance_score"": ""0.823354""}]",https://www.marketbeat.com/logos/sofi-technologies-inc-logo-1200x675.jpg?v=20210625095840
SOFI,2025-08-31,20250831T200547,"Jump Financial LLC Decreases Holdings in SoFi Technologies, Inc. $SOFI","Jump Financial LLC has significantly reduced its stake in SoFi Technologies (NASDAQ:SOFI) by 77.2% in the first quarter, selling over 660,000 shares. Despite this, SoFi reported a 42.8% increase in revenue year-over-year and beat EPS estimates, though revenue fell short of expectations. Insider selling by executives also indicates a cautious outlook among some company leaders.",MarketBeat,MarketBeat,General,https://www.marketbeat.com/instant-alerts/filing-sofi-technologies-inc-sofi-shares-sold-by-jump-financial-llc-2025-08-27/,0.054515,Neutral,1.000000,-0.250303,Somewhat-Bearish,"[""MarketBeat""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.937943""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.907886""}, {""topic"": ""finance"", ""relevance_score"": ""0.823354""}]",https://www.marketbeat.com/logos/sofi-technologies-inc-logo-1200x675.jpg?v=20210625095840
COIN,2025-08-31,20250831T200555,Tony Edward highlights major XRP and Solana ETF news,"Crypto expert Tony Edward has focused on important developments concerning XRP and Solana ETFs, coinciding with a positive stance from the Commodity Futures Trading Commission (CFTC) towards cryptocurrencies. These developments suggest potential shifts in how mainstream financial markets might view digital assets like XRP and Solana. Edward's previous analyses on the Federal Reserve's impact on digital assets and Bitcoin price models further contextualize these ongoing market changes.",Traders Union,Traders Union,General,https://tradersunion.com/news/market-voices/show/471292-xrp-solana-etf-news/,0.115911,Neutral,0.809775,0.244403,Somewhat-Bullish,"[""Anastasiia Chabaniuk""]","[{""topic"": ""blockchain"", ""relevance_score"": ""0.905420""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.842635""}, {""topic"": ""economy_monetary"", ""relevance_score"": ""0.632593""}]",https://files.tradersunion.com/images/twitter-news/thinkingcrypto1/thinkingcrypto1_02.jpg
SOLZ,2025-08-31,20250831T200555,Tony Edward highlights major XRP and Solana ETF news,"Crypto expert Tony Edward has focused on important developments concerning XRP and Solana ETFs, coinciding with a positive stance from the Commodity Futures Trading Commission (CFTC) towards cryptocurrencies. These developments suggest potential shifts in how mainstream financial markets might view digital assets like XRP and Solana. Edward's previous analyses on the Federal Reserve's impact on digital assets and Bitcoin price models further contextualize these ongoing market changes.",Traders Union,Traders Union,General,https://tradersunion.com/news/market-voices/show/471292-xrp-solana-etf-news/,0.115911,Neutral,0.334538,0.038728,Neutral,"[""Anastasiia Chabaniuk""]","[{""topic"": ""blockchain"", ""relevance_score"": ""0.905420""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.842635""}, {""topic"": ""economy_monetary"", ""relevance_score"": ""0.632593""}]",https://files.tradersunion.com/images/twitter-news/thinkingcrypto1/thinkingcrypto1_02.jpg
UVSP,2025-08-31,20250831T200947,Don't Ignore The Insider Selling In Univest Financial,"An independent director at Univest Financial Corporation recently sold US$286k worth of stock, marking the biggest insider sale in the last year and reducing their holding by 15%. While insider owning 2.0% of the company aligns management with shareholders to some extent, the recent sales outweigh buys over the past three months. Despite the company being profitable and growing, the history of insider sales suggests caution for investors.",Simply Wall Street,Simply Wall Street,General,https://simplywall.st/stocks/us/banks/nasdaq-uvsp/univest-financial/news/dont-ignore-the-insider-selling-in-univest-financial,-0.236877,Somewhat-Bearish,1.000000,-0.221957,Somewhat-Bearish,"[""Simply Wall St""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.943044""}]",
UBER,2025-08-31,20250831T201011,UBER Technologies Stock Looks Cheap,"Uber Technologies (UBER) reported strong Q2 revenue and free cash flow (FCF) results, indicating accelerated growth in users and bookings. The company's FCF margins are improving, with projections suggesting its FCF could reach over $11.3 billion by 2026. This analysis suggests UBER stock is undervalued and could see a 32% increase, reaching a target price of $118 per share.",TradingView,TradingView,General,https://www.tradingview.com/news/gurufocus:8a5421068094b:0-uber-technologies-stock-looks-cheap/,0.410679,Bullish,1.000000,0.400287,Bullish,[],"[{""topic"": ""earnings"", ""relevance_score"": ""0.915050""}, {""topic"": ""financial_markets"", ""relevance_score"": ""0.834261""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.629328""}, {""topic"": ""technology"", ""relevance_score"": ""0.621796""}]",https://s3.tradingview.com/news/image/gurufocus:8a5421068094b-cb7fc87fb1344a6a127db0ce5b55c6f0-resized.webp
VRNS,2025-08-31,20250831T201204,Zscaler (ZS) To Report Earnings Tomorrow: Here Is What To Expect,"Zscaler (ZS) is set to report its earnings this Tuesday afternoon, with analysts expecting revenue growth of 19.4% year-on-year to $707.7 million and adjusted earnings of $0.80 per share. The company has a strong track record of exceeding revenue estimates, and peer results from Palo Alto Networks and Varonis Systems show positive sentiment in the cybersecurity sector. Despite a recent dip in its stock price, Zscaler holds an average analyst price target significantly higher than its current share price.",TradingView,TradingView,General,https://www.tradingview.com/news/stockstory:d88bd055f094b:0-zscaler-zs-to-report-earnings-tomorrow-here-is-what-to-expect/,0.013958,Neutral,0.321174,0.024716,Neutral,[],"[{""topic"": ""earnings"", ""relevance_score"": ""0.936752""}, {""topic"": ""technology"", ""relevance_score"": ""0.849072""}]",https://s3.tradingview.com/news/image/stockstory:d88bd055f094b-d225f30d9208d1228d9341e41eb0c105-resized.webp
VSEE,2025-08-31,20250831T201209,VSee Health Full Year 2024 Earnings: US$5.65 loss per share (vs US$0.38 loss in FY 2023),"VSee Health reported its Full Year 2024 results, showing a significant increase in net loss to US$57.7 million, compared to US$3.8 million in FY 2023, resulting in a US$5.65 loss per share. Despite an 81% revenue increase to US$10.4 million, the company's shares are down 27% from a week ago, and Simply Wall St has identified four warning signs for potential investors.",Yahoo Finance,Yahoo Finance,General,https://finance.yahoo.com/news/vsee-health-full-2024-earnings-134132992.html,-0.742907,Bearish,1.000000,-0.721524,Bearish,"[""Simply Wall St""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.933196""}, {""topic"": ""life_sciences"", ""relevance_score"": ""0.743709""}, {""topic"": ""finance"", ""relevance_score"": ""0.624422""}, {""topic"": ""technology"", ""relevance_score"": ""0.620974""}]",https://s.yimg.com/ny/api/res/1.2/b_YQYruDBluvkokXL0hf7Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTY1NTtjZj13ZWJw/https://media.zenfs.com/en/simply_wall_st__316/081b3d9fae006f3c56c8d3533913d9f3
WDFC,2025-08-31,20250831T201240,WD-40 CEO: Think of mistakes as learning moments,"Steve Brass, CEO of WD-40, emphasizes fostering psychological safety at work by reframing mistakes as ""learning moments"" and calling managers ""coaches."" This approach, inspired by the 39 attempts it took to perfect the WD-40 formula, encourages innovation and experimentation while maintaining focus on the company's core product. Brass highlights the importance of sticking to the core proposition, stating that ""focus equals power.""",Business Leader,Business Leader,General,https://www.businessleader.co.uk/insights/interviews/wd-40-mistakes-into-learning-moments,0.444267,Bullish,1.000000,0.427618,Bullish,"[""Dougal Shaw""]","[{""topic"": ""manufacturing"", ""relevance_score"": ""0.820667""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.739488""}, {""topic"": ""finance"", ""relevance_score"": ""0.615023""}]",
